"dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","atemp","hum","windspeed","cnt"
2012-04-18,"2","1","4","0","3","1","2",0.457038,0.569167,0.167912,4367
2012-04-19,"2","1","4","0","4","1","1",0.493046,0.6125,0.0659292,6565
2012-04-20,"2","1","4","0","5","1","1",0.515775,0.694583,0.149871,7290
2012-04-22,"2","1","4","0","0","0","3",0.389504,0.835417,0.344546,1027
2012-04-23,"2","1","4","0","1","1","2",0.301125,0.766667,0.303496,3214
2012-04-24,"2","1","4","0","2","1","1",0.405283,0.454167,0.249383,5633
2012-04-25,"2","1","4","0","3","1","1",0.470317,0.427917,0.118792,6196
2012-04-26,"2","1","4","0","4","1","2",0.483583,0.756667,0.176625,5026
2012-04-27,"2","1","4","0","5","1","1",0.452637,0.400833,0.347633,6233
2012-04-28,"2","1","4","0","6","0","2",0.377504,0.489583,0.129975,4220
2012-04-29,"2","1","4","0","0","0","1",0.450121,0.587083,0.116908,6304
2012-04-30,"2","1","4","0","1","1","2",0.457696,0.57,0.171638,5572
2012-05-01,"2","1","5","0","2","1","2",0.577021,0.659583,0.156096,5740
2012-05-02,"2","1","5","0","3","1","1",0.537896,0.797083,0.138058,6169
2012-05-03,"2","1","5","0","4","1","2",0.537242,0.768333,0.133696,6421
2012-05-04,"2","1","5","0","5","1","1",0.590917,0.735417,0.162938,6296
2012-05-06,"2","1","5","0","0","0","2",0.546737,0.74,0.149879,6359
2012-05-07,"2","1","5","0","1","1","2",0.527142,0.664167,0.230721,6273
2012-05-08,"2","1","5","0","2","1","2",0.557471,0.685833,0.296029,5728
2012-05-09,"2","1","5","0","3","1","2",0.553025,0.744167,0.216412,4717
2012-05-10,"2","1","5","0","4","1","1",0.491783,0.552083,0.314063,6572
2012-05-11,"2","1","5","0","5","1","1",0.520833,0.360417,0.236937,7030
2012-05-13,"2","1","5","0","0","0","1",0.585238,0.57625,0.225117,6118
2012-05-14,"2","1","5","0","1","1","2",0.5499,0.789583,0.212692,2843
2012-05-15,"2","1","5","0","2","1","2",0.576404,0.794583,0.147392,5115
2012-05-16,"2","1","5","0","3","1","1",0.595975,0.697917,0.122512,7424
2012-05-17,"2","1","5","0","4","1","1",0.572613,0.52,0.229475,7384
2012-05-18,"2","1","5","0","5","1","1",0.551121,0.523333,0.136817,7639
2012-05-21,"2","1","5","0","1","1","2",0.565667,0.81125,0.233204,4359
2012-05-22,"2","1","5","0","2","1","2",0.580825,0.765833,0.118167,6073
2012-05-23,"2","1","5","0","3","1","2",0.584612,0.774583,0.102,5260
2012-05-24,"2","1","5","0","4","1","1",0.6067,0.716667,0.172896,6770
2012-05-25,"2","1","5","0","5","1","1",0.627529,0.747083,0.14055,6734
2012-05-29,"2","1","5","0","2","1","1",0.672992,0.684583,0.2954,5743
2012-05-30,"2","1","5","0","3","1","2",0.611129,0.67,0.134329,6855
2012-05-31,"2","1","5","0","4","1","1",0.631329,0.492917,0.195279,7338
2012-06-01,"2","1","6","0","5","1","2",0.607962,0.755417,0.237563,4127
2012-06-04,"2","1","6","0","1","1","1",0.578283,0.487083,0.284833,6998
2012-06-05,"2","1","6","0","2","1","2",0.525892,0.613333,0.209575,7001
2012-06-06,"2","1","6","0","3","1","1",0.542292,0.61125,0.077125,7055
2012-06-07,"2","1","6","0","4","1","1",0.569442,0.567083,0.15735,7494
2012-06-08,"2","1","6","0","5","1","1",0.597862,0.467917,0.175383,7736
2012-06-10,"2","1","6","0","0","0","1",0.663517,0.538333,0.133721,6598
2012-06-11,"2","1","6","0","1","1","2",0.659721,0.587917,0.207713,6664
2012-06-12,"2","1","6","0","2","1","2",0.597875,0.833333,0.214546,4972
2012-06-13,"2","1","6","0","3","1","1",0.611117,0.582083,0.343279,7421
2012-06-14,"2","1","6","0","4","1","1",0.624383,0.569583,0.253733,7363
2012-06-15,"2","1","6","0","5","1","1",0.599754,0.589583,0.176617,7665
2012-06-18,"2","1","6","0","1","1","2",0.544842,0.777917,0.174746,5099
2012-06-19,"2","1","6","0","2","1","1",0.654692,0.69,0.148017,6825
2012-06-20,"2","1","6","0","3","1","1",0.720975,0.592083,0.113812,6211
2012-06-21,"3","1","6","0","4","1","1",0.752542,0.567917,0.118787,5905
2012-06-22,"3","1","6","0","5","1","1",0.724121,0.57375,0.182842,5823
2012-06-25,"3","1","6","0","1","1","1",0.654042,0.504167,0.300383,6779
2012-06-26,"3","1","6","0","2","1","1",0.594704,0.373333,0.347642,7442
2012-06-27,"3","1","6","0","3","1","1",0.640792,0.36,0.271775,7335
2012-06-28,"3","1","6","0","4","1","1",0.675512,0.4225,0.17165,6879
2012-06-29,"3","1","6","0","5","1","1",0.786613,0.48875,0.165417,5463
2012-06-30,"3","1","6","0","6","0","1",0.687508,0.60125,0.161071,5687
2012-07-01,"3","1","7","0","0","0","1",0.750629,0.51875,0.168529,5531
2012-07-02,"3","1","7","0","1","1","1",0.702038,0.447083,0.195267,6227
2012-07-03,"3","1","7","0","2","1","1",0.70265,0.492083,0.126237,6660
2012-07-05,"3","1","7","0","4","1","1",0.761367,0.457917,0.194029,6241
2012-07-06,"3","1","7","0","5","1","1",0.752533,0.450833,0.146142,6207
2012-07-07,"3","1","7","0","6","0","1",0.804913,0.492083,0.163554,4840
2012-07-08,"3","1","7","0","0","0","1",0.790396,0.57375,0.125629,4672
2012-07-09,"3","1","7","0","1","1","2",0.654054,0.683333,0.180975,6569
2012-07-10,"3","1","7","0","2","1","2",0.664796,0.6675,0.151737,6290
2012-07-11,"3","1","7","0","3","1","1",0.650271,0.633333,0.151733,7264
2012-07-12,"3","1","7","0","4","1","1",0.654683,0.529583,0.146775,7446
2012-07-13,"3","1","7","0","5","1","2",0.667933,0.485833,0.08085,7499
2012-07-15,"3","1","7","0","0","0","1",0.705196,0.717917,0.166667,6031
2012-07-16,"3","1","7","0","1","1","1",0.724125,0.645,0.164187,6830
2012-07-17,"3","1","7","0","2","1","1",0.755683,0.505833,0.114429,6786
2012-07-18,"3","1","7","0","3","1","1",0.745583,0.577083,0.137442,5713
2012-07-19,"3","1","7","0","4","1","1",0.714642,0.600417,0.165429,6591
2012-07-20,"3","1","7","0","5","1","2",0.613025,0.844167,0.208967,5870
2012-07-21,"3","1","7","0","6","0","3",0.549912,0.865417,0.2133,4459
2012-07-23,"3","1","7","0","1","1","1",0.690017,0.694167,0.138683,6966
2012-07-24,"3","1","7","0","2","1","1",0.70645,0.655,0.211454,7592
2012-07-25,"3","1","7","0","3","1","1",0.654054,0.45,0.1648,8173
2012-07-26,"3","1","7","0","4","1","1",0.739263,0.596667,0.284813,6861
2012-07-27,"3","1","7","0","5","1","1",0.734217,0.594583,0.152992,6904
2012-07-28,"3","1","7","0","6","0","1",0.697604,0.613333,0.15735,6685
2012-07-29,"3","1","7","0","0","0","1",0.667933,0.62375,0.170396,6597
2012-07-30,"3","1","7","0","1","1","1",0.684987,0.66875,0.153617,7105
2012-07-31,"3","1","7","0","2","1","1",0.662896,0.704167,0.165425,7216
2012-08-01,"3","1","8","0","3","1","1",0.667308,0.6775,0.141179,7580
2012-08-02,"3","1","8","0","4","1","1",0.707088,0.659583,0.129354,7261
2012-08-03,"3","1","8","0","5","1","2",0.722867,0.6425,0.215792,7175
2012-08-05,"3","1","8","0","0","0","1",0.731079,0.6525,0.290421,5464
2012-08-06,"3","1","8","0","1","1","2",0.710246,0.654167,0.129354,7013
2012-08-07,"3","1","8","0","2","1","2",0.697621,0.70375,0.116908,7273
2012-08-08,"3","1","8","0","3","1","2",0.707717,0.672917,0.1107,7534
2012-08-09,"3","1","8","0","4","1","1",0.699508,0.620417,0.1561,7286
2012-08-10,"3","1","8","0","5","1","2",0.667942,0.715833,0.238813,5786
2012-08-11,"3","1","8","0","6","0","2",0.638267,0.732917,0.206479,6299
2012-08-12,"3","1","8","0","0","0","1",0.644579,0.530417,0.122512,6544
2012-08-13,"3","1","8","0","1","1","1",0.662254,0.545417,0.136212,6883
2012-08-14,"3","1","8","0","2","1","1",0.676779,0.686667,0.169158,6784
2012-08-15,"3","1","8","0","3","1","1",0.654037,0.619583,0.169771,7347
2012-08-16,"3","1","8","0","4","1","1",0.654688,0.519167,0.141796,7605
2012-08-17,"3","1","8","0","5","1","1",0.2424,0.570833,0.231354,7148
2012-08-19,"3","1","8","0","0","0","2",0.603554,0.711667,0.08645,4549
2012-08-20,"3","1","8","0","1","1","2",0.595967,0.734167,0.129979,6530
2012-08-21,"3","1","8","0","2","1","1",0.601025,0.67375,0.0727708,7006
2012-08-22,"3","1","8","0","3","1","1",0.621854,0.677083,0.0702833,7375
2012-08-23,"3","1","8","0","4","1","1",0.637008,0.635833,0.0845958,7765
2012-08-24,"3","1","8","0","5","1","2",0.6471,0.615,0.0721458,7582
2012-08-25,"3","1","8","0","6","0","2",0.618696,0.712917,0.244408,6053
2012-08-26,"3","1","8","0","0","0","2",0.595996,0.845833,0.228858,5255
2012-08-27,"3","1","8","0","1","1","1",0.654688,0.730417,0.128733,6917
2012-08-28,"3","1","8","0","2","1","1",0.66605,0.62,0.190925,7040
2012-08-29,"3","1","8","0","3","1","1",0.635733,0.552083,0.112562,7697
2012-08-30,"3","1","8","0","4","1","1",0.652779,0.590417,0.0771167,7713
2012-08-31,"3","1","8","0","5","1","1",0.6894,0.5875,0.168533,7350
2012-09-03,"3","1","9","1","1","0","1",0.661629,0.790833,0.151121,6034
2012-09-04,"3","1","9","0","2","1","1",0.686888,0.755,0.236321,6864
2012-09-05,"3","1","9","0","3","1","1",0.708983,0.74125,0.187808,7112
2012-09-06,"3","1","9","0","4","1","2",0.655329,0.810417,0.142421,6203
2012-09-07,"3","1","9","0","5","1","1",0.657204,0.73625,0.171646,7504
2012-09-08,"3","1","9","0","6","0","2",0.611121,0.799167,0.281104,5976
2012-09-10,"3","1","9","0","1","1","1",0.565654,0.50375,0.258713,7525
2012-09-11,"3","1","9","0","2","1","1",0.554292,0.52,0.0920542,7767
2012-09-12,"3","1","9","0","3","1","1",0.570075,0.577083,0.131846,7870
2012-09-13,"3","1","9","0","4","1","1",0.579558,0.637083,0.0827208,7804
2012-09-14,"3","1","9","0","5","1","1",0.594083,0.6725,0.103863,8009
2012-09-16,"3","1","9","0","0","0","1",0.563125,0.57,0.0901833,7333
2012-09-17,"3","1","9","0","1","1","2",0.55305,0.734583,0.151742,6869
2012-09-18,"3","1","9","0","2","1","2",0.565067,0.8725,0.357587,4073
2012-09-19,"3","1","9","0","3","1","1",0.540404,0.536667,0.215175,7591
2012-09-20,"3","1","9","0","4","1","1",0.532192,0.618333,0.118167,7720
2012-09-21,"3","1","9","0","5","1","1",0.571971,0.66875,0.154229,8167
2012-09-24,"4","1","9","0","1","1","1",0.502513,0.492917,0.142404,7436
2012-09-25,"4","1","9","0","2","1","1",0.544179,0.57,0.236321,7538
2012-09-26,"4","1","9","0","3","1","1",0.596613,0.630833,0.2444,7733
2012-09-27,"4","1","9","0","4","1","2",0.607975,0.690833,0.134342,7393
2012-09-28,"4","1","9","0","5","1","2",0.585863,0.69,0.164179,7415
2012-09-30,"4","1","9","0","0","0","1",0.517663,0.583333,0.134958,6889
2012-10-01,"4","1","10","0","1","1","2",0.512,0.649167,0.0908042,6778
2012-10-02,"4","1","10","0","2","1","3",0.542333,0.871667,0.104475,4639
2012-10-03,"4","1","10","0","3","1","2",0.599133,0.79375,0.0665458,7572
2012-10-04,"4","1","10","0","4","1","2",0.607975,0.722917,0.117546,7328
2012-10-05,"4","1","10","0","5","1","1",0.580187,0.6275,0.10635,8156
2012-10-07,"4","1","10","0","0","0","2",0.419813,0.708333,0.141162,3510
2012-10-08,"4","1","10","1","1","0","2",0.387608,0.709583,0.189679,5478
2012-10-09,"4","1","10","0","2","1","2",0.438112,0.761667,0.1903,6392
2012-10-10,"4","1","10","0","3","1","1",0.503142,0.630833,0.187821,7691
2012-10-11,"4","1","10","0","4","1","1",0.431167,0.463333,0.181596,7570
2012-10-12,"4","1","10","0","5","1","1",0.433071,0.539167,0.235092,7282
2012-10-13,"4","1","10","0","6","0","1",0.391396,0.494583,0.146142,7109
2012-10-14,"4","1","10","0","0","0","1",0.508204,0.640417,0.278612,6639
2012-10-15,"4","1","10","0","1","1","2",0.53915,0.7075,0.296037,5875
2012-10-16,"4","1","10","0","2","1","1",0.460846,0.558333,0.182221,7534
2012-10-17,"4","1","10","0","3","1","1",0.450108,0.692917,0.101371,7461
2012-10-18,"4","1","10","0","4","1","2",0.512625,0.728333,0.236937,7509
2012-10-19,"4","1","10","0","5","1","2",0.537896,0.815,0.134954,5424
2012-10-21,"4","1","10","0","0","0","1",0.456429,0.51,0.166054,6824
2012-10-22,"4","1","10","0","1","1","1",0.482942,0.568333,0.0814833,7058
2012-10-23,"4","1","10","0","2","1","1",0.530304,0.641667,0.0945458,7466
2012-10-24,"4","1","10","0","3","1","1",0.558721,0.63625,0.0727792,7693
2012-10-25,"4","1","10","0","4","1","2",0.529688,0.800417,0.124375,7359
2012-10-26,"4","1","10","0","5","1","2",0.52275,0.807083,0.132467,7444
2012-10-29,"4","1","10","0","1","1","3",0.4394,0.88,0.3582,22
2012-10-30,"4","1","10","0","2","1","2",0.309909,0.825455,0.213009,1096
2012-10-31,"4","1","10","0","3","1","2",0.3611,0.666667,0.166667,5566
2012-11-01,"4","1","11","0","4","1","2",0.369942,0.581667,0.157346,5986
2012-11-02,"4","1","11","0","5","1","1",0.356042,0.522083,0.266175,5847
2012-11-03,"4","1","11","0","6","0","2",0.323846,0.49125,0.270529,5138
2012-11-04,"4","1","11","0","0","0","1",0.329538,0.532917,0.179108,5107
2012-11-05,"4","1","11","0","1","1","1",0.308075,0.494167,0.236325,5259
2012-11-06,"4","1","11","0","2","1","1",0.281567,0.567083,0.173513,5686
2012-11-07,"4","1","11","0","3","1","2",0.274621,0.5475,0.304108,5035
2012-11-08,"4","1","11","0","4","1","1",0.341891,0.333478,0.347835,5315
2012-11-09,"4","1","11","0","5","1","1",0.355413,0.540833,0.214558,5992
2012-11-10,"4","1","11","0","6","0","1",0.393937,0.645417,0.0578458,6536
2012-11-11,"4","1","11","0","0","0","1",0.421713,0.659167,0.1275,6852
2012-11-12,"4","1","11","1","1","0","1",0.475383,0.741667,0.173517,6269
2012-11-13,"4","1","11","0","2","1","2",0.323225,0.662917,0.342046,4094
2012-11-14,"4","1","11","0","3","1","1",0.281563,0.552083,0.199625,5495
2012-11-15,"4","1","11","0","4","1","2",0.324492,0.620417,0.152987,5445
2012-11-16,"4","1","11","0","5","1","1",0.347204,0.524583,0.171025,5698
2012-11-17,"4","1","11","0","6","0","1",0.326383,0.545417,0.179729,5629
2012-11-18,"4","1","11","0","0","0","1",0.337746,0.692917,0.227612,4669
2012-11-19,"4","1","11","0","1","1","2",0.375621,0.623333,0.235067,5499
2012-11-20,"4","1","11","0","2","1","2",0.380667,0.685,0.082725,5634
2012-11-21,"4","1","11","0","3","1","1",0.364892,0.61375,0.103246,5146
2012-11-22,"4","1","11","1","4","0","1",0.350371,0.580417,0.0528708,2425
2012-11-23,"4","1","11","0","5","1","1",0.378779,0.56875,0.148021,3910
2012-11-24,"4","1","11","0","6","0","1",0.248742,0.404583,0.376871,2277
2012-11-25,"4","1","11","0","0","0","1",0.257583,0.468333,0.1505,2424
2012-11-26,"4","1","11","0","1","1","1",0.339004,0.535417,0.04665,5087
2012-11-27,"4","1","11","0","2","1","2",0.281558,0.786667,0.237562,3959
2012-11-28,"4","1","11","0","3","1","1",0.289762,0.50625,0.210821,5260
2012-11-29,"4","1","11","0","4","1","1",0.298422,0.555652,0.115522,5323
2012-11-30,"4","1","11","0","5","1","1",0.323867,0.649583,0.0584708,5668
2012-12-01,"4","1","12","0","6","0","2",0.316904,0.806667,0.0597042,5191
2012-12-02,"4","1","12","0","0","0","2",0.359208,0.823333,0.124379,4649
2012-12-03,"4","1","12","0","1","1","1",0.455796,0.7675,0.0827208,6234
2012-12-04,"4","1","12","0","2","1","1",0.469054,0.73375,0.174129,6606
2012-12-05,"4","1","12","0","3","1","1",0.428012,0.485,0.324021,5729
2012-12-06,"4","1","12","0","4","1","1",0.258204,0.50875,0.174754,5375
2012-12-07,"4","1","12","0","5","1","2",0.321958,0.764167,0.1306,5008
2012-12-08,"4","1","12","0","6","0","2",0.389508,0.91125,0.101379,5582
2012-12-09,"4","1","12","0","0","0","2",0.390146,0.905417,0.157975,3228
2012-12-10,"4","1","12","0","1","1","2",0.435575,0.925,0.190308,5170
2012-12-11,"4","1","12","0","2","1","2",0.338363,0.596667,0.296037,5501
2012-12-12,"4","1","12","0","3","1","2",0.297338,0.538333,0.162937,5319
2012-12-13,"4","1","12","0","4","1","1",0.294188,0.485833,0.174129,5532
2012-12-14,"4","1","12","0","5","1","1",0.294192,0.642917,0.131229,5611
2012-12-15,"4","1","12","0","6","0","1",0.338383,0.650417,0.10635,5047
2012-12-16,"4","1","12","0","0","0","2",0.369938,0.83875,0.100742,3786
2012-12-17,"4","1","12","0","1","1","2",0.4015,0.907083,0.0982583,4585
2012-12-18,"4","1","12","0","2","1","1",0.409708,0.66625,0.221404,5557
2012-12-19,"4","1","12","0","3","1","1",0.342162,0.625417,0.184092,5267
2012-12-20,"4","1","12","0","4","1","2",0.335217,0.667917,0.132463,4128
2012-12-21,"1","1","12","0","5","1","2",0.301767,0.556667,0.374383,3623
2012-12-23,"1","1","12","0","0","0","1",0.259471,0.515417,0.133083,1787
2012-12-24,"1","1","12","0","1","1","2",0.2589,0.791304,0.0772304,920
2012-12-25,"1","1","12","1","2","0","2",0.294465,0.734783,0.168726,1013
2012-12-26,"1","1","12","0","3","1","3",0.220333,0.823333,0.316546,441
2012-12-27,"1","1","12","0","4","1","2",0.226642,0.652917,0.350133,2114
2012-12-28,"1","1","12","0","5","1","2",0.255046,0.59,0.155471,3095
2012-12-29,"1","1","12","0","6","0","2",0.2424,0.752917,0.124383,1341
2012-12-30,"1","1","12","0","0","0","1",0.2317,0.483333,0.350754,1796
2012-12-31,"1","1","12","0","1","1","2",0.223487,0.5775,0.154846,2729
